index,chartType,qNum,question,answer,qType,qaInput,response,time,correct,qType_simple,expType,LLM
4452.0,Stacked Area Chart,6,"Over the course of years between 2009 and 2014, the number of people named 'Name B' was always more than 'Name C'.",False,Make Comparisons (relative value),"Over the course of years between 2009 and 2014, the number of people named 'Name B' was always more than 'Name C'.

(a) True
(b) False",(b),0.5117707252502441,True,make comparisons,reVLAT_NoViz+Choices,ChatGPT
2920.0,Pie Chart,1,About what is the global smartphone market share of Company A?,33%,Retrieve Value (relative value),"About what is the global smartphone market share of Company A?

(a) 25%
(b) 33%
(c) 15%
(d) 50%",(c) 15%,0.6783320903778076,False,retrieve value,reVLAT_NoViz+Choices,ChatGPT
3229.0,Bar Chart,1,What is the average internet speed in country F?,11.6 Mbps,Retrieve Value,"What is the average internet speed in country F?

(a) 15 Mbps
(b) 11.6 Mbps
(c) 7 Mbps
(d) 10.2 Mbps",(d),2.3047831058502197,False,retrieve value,reVLAT_NoViz+Choices,ChatGPT
3501.0,Stacked Area Chart,2,About what was the ratio of the number of people named 'Name A' to those named 'Name B' in 2014?,1 to 2,Retrieve Value (relative value),"About what was the ratio of the number of people named 'Name A' to those named 'Name B' in 2014?

(a) 1 to 3
(b) 1 to 2
(c) 1 to 1
(d) 1 to 4",(d),0.7869231700897217,False,retrieve value,reVLAT_NoViz+Choices,ChatGPT
3839.0,Stacked Area Chart,3,"Over the course of years between 2009 and 2014, when was the number of people named 'Name A' at the maximum?",2009,Find Extremum,"Over the course of years between 2009 and 2014, when was the number of people named 'Name A' at the maximum?

(a) 2011
(b) 2014
(c) 2012
(d) 2009",(d),0.7233626842498779,True,find extremum,reVLAT_NoViz+Choices,ChatGPT
4686.0,Stacked Bar Chart,4,The cost of Product 4 in City E is higher than that of City A.,False,Make Comparisons (absolute value),"The cost of Product 4 in City E is higher than that of City A.

(a) True
(b) False",(b),0.6158111095428467,True,make comparisons,reVLAT_NoViz+Choices,ChatGPT
3531.0,Area Chart,2,When was the average price of a pound of Product A at minimum?,March 2013,Find Extremum,"When was the average price of a pound of Product A at minimum?

(a) June 2014
(b) September 2013
(c) March 2013
(d) October 2014",(c),0.8260960578918457,True,find extremum,reVLAT_NoViz+Choices,ChatGPT
115.0,Line Chart,3,What was the price range of a barrel of Product A in 2015?,$37.36-$63.73,Determine Range,"What was the price range of a barrel of Product A in 2015?

(a) $37.36-$63.73
(b) $37.63-$61.04
(c) $48.35-$58.36
(d) $37.63-$65.78",(b),0.5991470813751221,False,determine range,reVLAT_NoViz+Choices,ChatGPT
3807.0,Line Chart,4,"Over the course of the second half of 2015, the price of a barrel of Product A was ___.",rising,Find Correlations/Trends,"Over the course of the second half of 2015, the price of a barrel of Product A was ___.

(a) staying
(b) falling
(c) rising",(b),0.5413570404052734,False,find correlations/trends,reVLAT_NoViz+Choices,ChatGPT
2137.0,Bubble Chart,5,A group of the metro systems of the world has approximately 200 stations and around a 200 km system length.,False,Find clusters,"A group of the metro systems of the world has approximately 200 stations and around a 200 km system length.

(a) True
(b) False",(a) True,0.9104959964752197,False,find clusters,reVLAT_NoViz+Choices,ChatGPT
2749.0,Line Chart,5,About how much did the price of a barrel of Product A rise from June to September in 2015?,$20,Make Comparisons,"About how much did the price of a barrel of Product A rise from June to September in 2015?

(a) $45
(b) $15
(c) $8
(d) $20",(d),0.6095812320709229,True,make comparisons,reVLAT_NoViz+Choices,ChatGPT
2521.0,Bubble Chart,4,Which city's metro system does lie outside the relationship between the total system length and the number of stations most?,City G,Find anomalies,"Which city's metro system does lie outside the relationship between the total system length and the number of stations most?

(a) City A
(b) City G
(c) City D
(d) City C",(b),1.3611879348754883,True,find anomalies,reVLAT_NoViz+Choices,ChatGPT
2134.0,Bar Chart,4,How many countries in Asia is the average Internet speed slower than Country J?,8 countries,Make Comparisons,"How many countries in Asia is the average Internet speed slower than Country J?

(a) 6 countries
(b) 8 countries
(c) 7 countries
(d) 11 countries",(c),0.5214219093322754,False,make comparisons,reVLAT_NoViz+Choices,ChatGPT
3928.0,Stacked Area Chart,1,What was the number of people named 'Name A' in 2010?,"13,200",Retrieve Value (absolute value),"What was the number of people named 'Name A' in 2010?

(a) 9,800
(b) 23,800
(c) 13,200
(d) 3,500",(c),1.1131579875946045,True,retrieve value,reVLAT_NoViz+Choices,ChatGPT
3993.0,Bubble Chart,3,What is the range of the total length of the metro systems?,190 - 530km,Determine range,"What is the range of the total length of the metro systems?

(a) 240 - 380km
(b) 240 - 560km
(c) 190 - 530km
(d) 150 - 600km",(b),0.6214208602905273,False,determine range,reVLAT_NoViz+Choices,ChatGPT
4522.0,Stacked Area Chart,1,What was the number of people named 'Name A' in 2010?,"13,200",Retrieve Value (absolute value),"What was the number of people named 'Name A' in 2010?

(a) 9,800
(b) 13,200
(c) 23,800
(d) 3,500",(c),1.1506197452545166,False,retrieve value,reVLAT_NoViz+Choices,ChatGPT
2622.0,Bubble Chart,1,What is the total length of the metro system in City C?,330km,Retrieve Value,"What is the total length of the metro system in City C?

(a) 560km
(b) 530km
(c) 330km
(d) 400km",(c),1.8802640438079834,True,retrieve value,reVLAT_NoViz+Choices,ChatGPT
3915.0,Line Chart,1,What was the price of a barrel of Product A in Feburary 2015?,$45.61,Retrieve Value,"What was the price of a barrel of Product A in Feburary 2015?

(a) $50.28
(b) $45.61
(c) $54.67
(d) $58.31",(a),0.6444222927093506,False,retrieve value,reVLAT_NoViz+Choices,ChatGPT
2257.0,Stacked Bar Chart,3,In which city is the cost of Product 2 the highest?,City G,Find Extremum,"In which city is the cost of Product 2 the highest?

(a) City G
(b) City A
(c) City D
(d) City E",(d),1.3670268058776855,False,find extremum,reVLAT_NoViz+Choices,ChatGPT
2734.0,Area Chart,4,"Over the course of 2013, the average price of a pound of Product A was ______.",rising,Find Correlations/Trends,"Over the course of 2013, the average price of a pound of Product A was ______.

(a) falling
(b) rising
(c) staying",(c),0.901364803314209,False,find correlations/trends,reVLAT_NoViz+Choices,ChatGPT
3536.0,Area Chart,4,"Over the course of 2013, the average price of a pound of Product A was ______.",rising,Find Correlations/Trends,"Over the course of 2013, the average price of a pound of Product A was ______.

(a) staying
(b) falling
(c) rising",(c),6.3186118602752686,True,find correlations/trends,reVLAT_NoViz+Choices,ChatGPT
2579.0,Bubble Chart,2,Which city's metro system has the largest number of stations?,City F,Find extremum,"Which city's metro system has the largest number of stations?

(a) City E
(b) City C
(c) City A
(d) City F",(c) City A,1.3298907279968262,False,find extremum,reVLAT_NoViz+Choices,ChatGPT
542.0,Stacked Bar Chart,3,In which city is the cost of Product 2 the highest?,City G,Find Extremum,"In which city is the cost of Product 2 the highest?

(a) City D
(b) City E
(c) City G
(d) City A",(c),1.7384610176086426,True,find extremum,reVLAT_NoViz+Choices,ChatGPT
1009.0,Line Chart,2,In which month was the price of a barrel of Product A the lowest in 2015?,June,Find Extremum,"In which month was the price of a barrel of Product A the lowest in 2015?

(a) September
(b) December
(c) June
(d) March",(b),0.975186824798584,False,find extremum,reVLAT_NoViz+Choices,ChatGPT
4081.0,Treemap,2,The number of unique visitors for AN was more than that of AC in 2010.,True,Make Comparisons (relative value),"The number of unique visitors for AN was more than that of AC in 2010.

(a) False
(b) True",(b) True,1.5504050254821777,True,make comparisons,reVLAT_NoViz+Choices,ChatGPT
757.0,Treemap,3,AE is nested in the Computer category.,False,Identify the Hierarchical Structure,"AE is nested in the Computer category.

(a) False
(b) True",(a) False,0.7092878818511963,True,identify the hierarchical structure,reVLAT_NoViz+Choices,ChatGPT
2337.0,Treemap,2,The number of unique visitors for AN was more than that of AC in 2010.,True,Make Comparisons (relative value),"The number of unique visitors for AN was more than that of AC in 2010.

(a) False
(b) True",(b),1.5218439102172852,True,make comparisons,reVLAT_NoViz+Choices,ChatGPT
4372.0,Line Chart,3,What was the price range of a barrel of Product A in 2015?,$37.36-$63.73,Determine Range,"What was the price range of a barrel of Product A in 2015?

(a) $37.63-$61.04
(b) $37.36-$63.73
(c) $48.35-$58.36
(d) $37.63-$65.78",(b),1.1545422077178955,True,determine range,reVLAT_NoViz+Choices,ChatGPT
1254.0,Pie Chart,1,About what is the global smartphone market share of Company A?,33%,Retrieve Value (relative value),"About what is the global smartphone market share of Company A?

(a) 15%
(b) 33%
(c) 25%
(d) 50%",(b),0.7445168495178223,True,retrieve value,reVLAT_NoViz+Choices,ChatGPT
1346.0,Stacked Bar Chart,3,In which city is the cost of Product 2 the highest?,City G,Find Extremum,"In which city is the cost of Product 2 the highest?

(a) City D
(b) City A
(c) City E
(d) City G",(d),0.7861182689666748,True,find extremum,reVLAT_NoViz+Choices,ChatGPT
4634.0,Bubble Chart,1,What is the total length of the metro system in City C?,330km,Retrieve Value,"What is the total length of the metro system in City C?

(a) 530km
(b) 330km
(c) 560km
(d) 400km",(b),0.8907787799835205,True,retrieve value,reVLAT_NoViz+Choices,ChatGPT
3986.0,Area Chart,4,"Over the course of 2013, the average price of a pound of Product A was ______.",rising,Find Correlations/Trends,"Over the course of 2013, the average price of a pound of Product A was ______.

(a) staying
(b) falling
(c) rising",(c),1.9651880264282227,True,find correlations/trends,reVLAT_NoViz+Choices,ChatGPT
3909.0,Treemap,1,For which website was the number of unique visitors the largest in 2010?,AB,Find Extremum (relative value),"For which website was the number of unique visitors the largest in 2010?

(a) AB
(b) AE
(c) AJ
(d) AD",(c) AJ,0.9011991024017334,False,find extremum,reVLAT_NoViz+Choices,ChatGPT
4777.0,Line Chart,2,In which month was the price of a barrel of Product A the lowest in 2015?,June,Find Extremum,"In which month was the price of a barrel of Product A the lowest in 2015?

(a) June
(b) March
(c) September
(d) December",(d),2.4398839473724365,False,find extremum,reVLAT_NoViz+Choices,ChatGPT
2514.0,Line Chart,1,What was the price of a barrel of Product A in Feburary 2015?,$45.61,Retrieve Value,"What was the price of a barrel of Product A in Feburary 2015?

(a) $50.28
(b) $58.31
(c) $45.61
(d) $54.67",(b),2.0432019233703613,False,retrieve value,reVLAT_NoViz+Choices,ChatGPT
281.0,Stacked Bar Chart,3,In which city is the cost of Product 2 the highest?,City G,Find Extremum,"In which city is the cost of Product 2 the highest?

(a) City G
(b) City D
(c) City E
(d) City A",(d),0.74477219581604,False,find extremum,reVLAT_NoViz+Choices,ChatGPT
836.0,Stacked Area Chart,6,"Over the course of years between 2009 and 2014, the number of people named 'Name B' was always more than 'Name C'.",False,Make Comparisons (relative value),"Over the course of years between 2009 and 2014, the number of people named 'Name B' was always more than 'Name C'.

(a) True
(b) False",(b),0.6641099452972412,True,make comparisons,reVLAT_NoViz+Choices,ChatGPT
3921.0,100% Stacked Bar Chart,2,What is the education level of people in which the Party A have the lowest approval rating?,Postgraduate Study,Find Extremum (relative value),"What is the education level of people in which the Party A have the lowest approval rating?

(a) Some College Degree
(b) Postgraduate Study
(c) College Graduate
(d) High School Graduate or Less",(b),0.6525561809539795,True,find extremum,reVLAT_NoViz+Choices,ChatGPT
3453.0,Stacked Bar Chart,3,In which city is the cost of Product 2 the highest?,City G,Find Extremum,"In which city is the cost of Product 2 the highest?

(a) City A
(b) City D
(c) City E
(d) City G",(d),2.0425992012023926,True,find extremum,reVLAT_NoViz+Choices,ChatGPT
3486.0,Bubble Chart,6,"In general, the ridership of the metro system increases as the number of stations increases.",True,Find correlations/trends,"In general, the ridership of the metro system increases as the number of stations increases.

(a) True
(b) False",(a),0.9317278861999512,True,find correlations/trends,reVLAT_NoViz+Choices,ChatGPT
2608.0,Bar Chart,4,How many countries in Asia is the average Internet speed slower than Country J?,8 countries,Make Comparisons,"How many countries in Asia is the average Internet speed slower than Country J?

(a) 11 countries
(b) 6 countries
(c) 8 countries
(d) 7 countries",(d),0.5783400535583496,False,make comparisons,reVLAT_NoViz+Choices,ChatGPT
4544.0,Stacked Area Chart,5,The number of people named 'Name A' in 2014 was more than it was in 2013.,True,Make Comparisons (absolute value),"The number of people named 'Name A' in 2014 was more than it was in 2013.

(a) True
(b) False",(b),0.5366439819335938,False,make comparisons,reVLAT_NoViz+Choices,ChatGPT
2449.0,Treemap,1,For which website was the number of unique visitors the largest in 2010?,AB,Find Extremum (relative value),"For which website was the number of unique visitors the largest in 2010?

(a) AJ
(b) AB
(c) AD
(d) AE",(b) AB,0.6498768329620361,True,find extremum,reVLAT_NoViz+Choices,ChatGPT
2534.0,Stacked Area Chart,3,"Over the course of years between 2009 and 2014, when was the number of people named 'Name A' at the maximum?",2009,Find Extremum,"Over the course of years between 2009 and 2014, when was the number of people named 'Name A' at the maximum?

(a) 2014
(b) 2009
(c) 2012
(d) 2011",(c),1.9576091766357422,False,find extremum,reVLAT_NoViz+Choices,ChatGPT
800.0,Stacked Bar Chart,2,About what is the ratio of the cost of Product 5 to the total cost of room service in City J?,1 to 10,Retrieve Value (relative value),"About what is the ratio of the cost of Product 5 to the total cost of room service in City J?

(a) 4 to 10
(b) 1 to 10
(c) 1 to 5
(d) 1 to 4",(b),0.5956599712371826,True,retrieve value,reVLAT_NoViz+Choices,ChatGPT
1504.0,Stacked Bar Chart,3,In which city is the cost of Product 2 the highest?,City G,Find Extremum,"In which city is the cost of Product 2 the highest?

(a) City A
(b) City G
(c) City D
(d) City E",(d),0.4536550045013428,False,find extremum,reVLAT_NoViz+Choices,ChatGPT
2484.0,Stacked Area Chart,4,The number of people named 'Name B' was ______ from 2009 to 2012.,falling,Find Correlations/Trends,"The number of people named 'Name B' was ______ from 2009 to 2012.

(a) falling
(b) staying
(c) rising",(c),0.856860876083374,False,find correlations/trends,reVLAT_NoViz+Choices,ChatGPT
3609.0,Area Chart,1,What was the average price of a pound of Product A in June 2013?,$5.20,Retrieve Value,"What was the average price of a pound of Product A in June 2013?

(a) $4.65
(b) $5.92
(c) $5.20
(d) $5.72",(b),0.6283040046691895,False,retrieve value,reVLAT_NoViz+Choices,ChatGPT
342.0,Bar Chart,4,How many countries in Asia is the average Internet speed slower than Country J?,8 countries,Make Comparisons,"How many countries in Asia is the average Internet speed slower than Country J?

(a) 8 countries
(b) 11 countries
(c) 6 countries
(d) 7 countries",(d),0.7672381401062012,False,make comparisons,reVLAT_NoViz+Choices,ChatGPT
3347.0,Bubble Chart,6,"In general, the ridership of the metro system increases as the number of stations increases.",True,Find correlations/trends,"In general, the ridership of the metro system increases as the number of stations increases.

(a) True
(b) False",(a),1.8304979801177979,True,find correlations/trends,reVLAT_NoViz+Choices,ChatGPT
3292.0,Bubble Chart,6,"In general, the ridership of the metro system increases as the number of stations increases.",True,Find correlations/trends,"In general, the ridership of the metro system increases as the number of stations increases.

(a) True
(b) False",(a),0.5830569267272949,True,find correlations/trends,reVLAT_NoViz+Choices,ChatGPT
3621.0,Stacked Area Chart,3,"Over the course of years between 2009 and 2014, when was the number of people named 'Name A' at the maximum?",2009,Find Extremum,"Over the course of years between 2009 and 2014, when was the number of people named 'Name A' at the maximum?

(a) 2009
(b) 2014
(c) 2012
(d) 2011",(c),0.8752188682556152,False,find extremum,reVLAT_NoViz+Choices,ChatGPT
4630.0,Pie Chart,3,The global compnay market share of Company B is larger than that of Company E.,True,Make Comparisons (relative value),"The global compnay market share of Company B is larger than that of Company E.

(a) False
(b) True",(b),0.8913750648498535,True,make comparisons,reVLAT_NoViz+Choices,ChatGPT
655.0,Bubble Chart,1,What is the total length of the metro system in City C?,330km,Retrieve Value,"What is the total length of the metro system in City C?

(a) 400km
(b) 330km
(c) 530km
(d) 560km",(d),1.6231021881103516,False,retrieve value,reVLAT_NoViz+Choices,ChatGPT
4108.0,Bar Chart,1,What is the average internet speed in country F?,11.6 Mbps,Retrieve Value,"What is the average internet speed in country F?

(a) 10.2 Mbps
(b) 7 Mbps
(c) 11.6 Mbps
(d) 15 Mbps",(c),0.6126930713653564,True,retrieve value,reVLAT_NoViz+Choices,ChatGPT
3217.0,Pie Chart,2,In which company is the global company market share the smallest?,Company E,Find Extremum (relative value),"In which company is the global company market share the smallest?

(a) Company E
(b) Others
(c) Company F
(d) Company C",(b),0.593289852142334,False,find extremum,reVLAT_NoViz+Choices,ChatGPT
2737.0,Bar Chart,1,What is the average internet speed in country F?,11.6 Mbps,Retrieve Value,"What is the average internet speed in country F?

(a) 15 Mbps
(b) 10.2 Mbps
(c) 11.6 Mbps
(d) 7 Mbps",(c),0.5098288059234619,True,retrieve value,reVLAT_NoViz+Choices,ChatGPT
3879.0,100% Stacked Bar Chart,3,The approval rating of Party B for the people who have the education level of Some College Degree is lower than that for the people who have the education level of Postgraduate Study.,True,Make Comparisons (relative value),"The approval rating of Party B for the people who have the education level of Some College Degree is lower than that for the people who have the education level of Postgraduate Study.

(a) False
(b) True",(b) True,0.8907167911529541,True,make comparisons,reVLAT_NoViz+Choices,ChatGPT
2186.0,Line Chart,3,What was the price range of a barrel of Product A in 2015?,$37.36-$63.73,Determine Range,"What was the price range of a barrel of Product A in 2015?

(a) $48.35-$58.36
(b) $37.63-$61.04
(c) $37.36-$63.73
(d) $37.63-$65.78",(b),0.6479661464691162,False,determine range,reVLAT_NoViz+Choices,ChatGPT
308.0,Bar Chart,3,What is the range of the average internet speed?,9.5 - 19 Mbps,Determine Range,"What is the range of the average internet speed?

(a) 9.5 - 19 Mbps
(b) 0 - 20 Mbps
(c) 2.5 - 16 Mbps
(d) 10 - 15 Mbps",(b),0.5352692604064941,False,determine range,reVLAT_NoViz+Choices,ChatGPT
1096.0,Stacked Area Chart,2,About what was the ratio of the number of people named 'Name A' to those named 'Name B' in 2014?,1 to 2,Retrieve Value (relative value),"About what was the ratio of the number of people named 'Name A' to those named 'Name B' in 2014?

(a) 1 to 2
(b) 1 to 1
(c) 1 to 3
(d) 1 to 4",(d),0.7165148258209229,False,retrieve value,reVLAT_NoViz+Choices,ChatGPT
1171.0,Stacked Bar Chart,1,What is the cost of Product 3 in City B?,$4.00,Retrieve Value (absolute value),"What is the cost of Product 3 in City B?

(a) $9.50
(b) $9.00
(c) $4.00
(d) $12.00",(d),1.6220731735229492,False,retrieve value,reVLAT_NoViz+Choices,ChatGPT
630.0,Treemap,3,AE is nested in the Computer category.,False,Identify the Hierarchical Structure,"AE is nested in the Computer category.

(a) False
(b) True",(b) True,0.6370410919189453,False,identify the hierarchical structure,reVLAT_NoViz+Choices,ChatGPT
934.0,Bubble Chart,1,What is the total length of the metro system in City C?,330km,Retrieve Value,"What is the total length of the metro system in City C?

(a) 560km
(b) 400km
(c) 530km
(d) 330km",(d),0.6560499668121338,True,retrieve value,reVLAT_NoViz+Choices,ChatGPT
1043.0,Area Chart,4,"Over the course of 2013, the average price of a pound of Product A was ______.",rising,Find Correlations/Trends,"Over the course of 2013, the average price of a pound of Product A was ______.

(a) falling
(b) rising
(c) staying","I'm sorry, but I can't provide real-time or historical data updates, including price changes for products or commodities for specific years. Please consult a reliable financial news source or database for historical price data on Product A.",2.5101733207702637,False,find correlations/trends,reVLAT_NoViz+Choices,ChatGPT
396.0,Line Chart,2,In which month was the price of a barrel of Product A the lowest in 2015?,June,Find Extremum,"In which month was the price of a barrel of Product A the lowest in 2015?

(a) March
(b) September
(c) June
(d) December",(d),0.7622692584991455,False,find extremum,reVLAT_NoViz+Choices,ChatGPT
3028.0,Area Chart,3,What was the range of the average price of a pound of Product A between January 2013 and December 2014?,$4.65 - $6.17,Determine Range,"What was the range of the average price of a pound of Product A between January 2013 and December 2014?

(a) $4.62 - $6.01
(b) $4.42 - $6.21
(c) $4.65 - $6.17
(d) $4.43 - $6.22",(d),0.6420137882232666,False,determine range,reVLAT_NoViz+Choices,ChatGPT
3218.0,100% Stacked Bar Chart,1,What is the approval rating of Party B among the people who have the education level of Postgraduate Study?,76%,Retrieve value (relative value),"What is the approval rating of Party B among the people who have the education level of Postgraduate Study?

(a) 53%
(b) 31%
(c) 76%
(d) 47%",(d),1.3696019649505615,False,retrieve value,reVLAT_NoViz+Choices,ChatGPT
